,MS_SubClass,Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,BsmtFin_SF_1,Total_Bsmt_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,Enclosed_Porch
567,60,80.0,10400,7,6,1980,1988,0.0,738.0,2044,0.0,3,7,1,489.0,0
568,50,52.0,6240,4,7,1929,1950,80.0,704.0,1136,0.0,2,6,0,336.0,80
569,85,0.0,12150,6,6,1979,1979,1001.0,1001.0,1299,1.0,2,5,1,486.0,222
570,160,24.0,2645,8,5,1999,2000,0.0,776.0,1441,0.0,2,5,0,492.0,0
571,20,0.0,22692,5,5,1953,1953,587.0,1073.0,1630,0.0,3,6,1,649.0,0
572,70,60.0,9600,7,7,1925,1990,16.0,728.0,1641,0.0,3,6,1,546.0,234
573,60,74.0,13830,5,5,1997,1998,791.0,928.0,1629,0.0,3,6,1,482.0,0
574,120,0.0,4435,6,5,2003,2004,685.0,848.0,848,1.0,1,4,0,420.0,0
575,30,0.0,5890,6,8,1930,2007,538.0,816.0,816,0.0,2,5,0,432.0,96
576,20,112.0,10859,5,5,1994,1995,0.0,1097.0,1097,0.0,3,6,0,672.0,0
577,120,41.0,5330,8,5,2000,2000,1196.0,1494.0,1652,1.0,2,6,0,499.0,0
578,90,72.0,10778,4,5,1968,1968,0.0,1768.0,1768,0.0,4,8,0,0.0,0
579,90,74.0,6845,4,5,1955,1955,0.0,0.0,1152,0.0,2,6,0,0.0,0
580,30,109.0,21780,2,4,1910,1950,0.0,0.0,810,0.0,1,4,0,280.0,0
581,120,80.0,10307,7,5,2007,2008,876.0,1350.0,1358,1.0,2,6,1,484.0,0
582,120,32.0,4500,6,5,1998,1998,897.0,1216.0,1216,1.0,2,5,0,402.0,0
583,50,75.0,9060,6,5,1957,1957,0.0,967.0,1638,0.0,4,6,0,384.0,0
584,160,24.0,2160,7,5,1999,2000,510.0,600.0,1252,1.0,2,4,0,462.0,0
585,85,70.0,7669,5,6,1992,1993,718.0,828.0,883,1.0,2,5,1,698.0,0
586,20,62.0,9858,5,6,1968,1968,510.0,864.0,874,1.0,3,5,0,288.0,0
587,70,50.0,10300,7,6,1921,1950,0.0,576.0,1710,0.0,3,9,0,480.0,64
588,20,65.0,8125,8,5,2008,2009,0.0,1836.0,1836,0.0,3,8,1,517.0,0
589,20,69.0,14850,5,5,1957,1957,895.0,1092.0,1092,1.0,2,6,1,299.0,0
590,120,35.0,4274,7,5,2006,2007,1106.0,1241.0,1241,1.0,1,4,0,569.0,0
591,20,80.0,9650,6,5,1977,1977,686.0,1350.0,1334,0.0,2,6,1,630.0,0
592,20,0.0,14585,6,6,1960,1987,594.0,1144.0,1429,0.0,3,7,2,572.0,0
593,20,75.0,9000,8,5,2008,2008,1078.0,1566.0,1566,1.0,3,7,0,750.0,0
594,60,0.0,13774,7,7,1977,1992,432.0,908.0,2288,0.0,4,8,2,520.0,0
595,120,50.0,5119,9,5,1999,2000,1238.0,1698.0,1709,1.0,2,5,1,506.0,0
596,20,71.0,9254,8,5,2005,2005,119.0,1721.0,1721,1.0,3,7,0,554.0,0
597,20,95.0,10324,8,5,2008,2008,872.0,1254.0,1254,1.0,2,5,0,810.0,0
598,50,63.0,8375,5,7,1941,1973,336.0,576.0,1350,1.0,2,6,0,627.0,0
599,20,75.0,9750,7,5,2000,2001,0.0,1630.0,1630,0.0,3,6,1,451.0,0
600,60,74.0,7632,7,5,2005,2005,0.0,784.0,1585,0.0,3,7,0,449.0,0
601,190,90.0,15750,5,5,1953,1953,841.0,1165.0,1336,1.0,2,5,2,375.0,0
602,20,0.0,9240,5,6,1962,2002,612.0,864.0,1211,0.0,2,6,1,576.0,0
603,20,80.0,10400,6,5,1979,1999,903.0,1259.0,1353,1.0,2,5,1,478.0,0
604,20,80.0,8800,7,6,1966,1966,654.0,1174.0,1200,0.0,3,6,1,440.0,0
605,60,86.0,11839,7,5,1990,1990,1085.0,1475.0,2329,1.0,4,10,1,514.0,0
606,20,70.0,9135,7,5,2002,2003,810.0,1536.0,1536,1.0,3,7,0,532.0,0
607,20,90.0,14115,6,7,1956,2004,296.0,1073.0,1811,0.0,2,6,1,470.0,280
608,60,109.0,14154,7,5,2006,2006,0.0,1063.0,2172,0.0,3,9,1,947.0,0
609,20,65.0,6565,4,6,1957,1980,967.0,1073.0,1073,1.0,3,6,0,720.0,0
610,60,70.0,7700,6,5,1966,1966,0.0,756.0,1839,0.0,4,7,1,442.0,216
611,50,63.0,4761,3,3,1918,1950,0.0,1020.0,1020,0.0,2,5,0,0.0,105
612,60,87.0,12361,6,7,1993,1993,860.0,946.0,1802,0.0,3,8,1,1017.0,0
613,80,72.0,9720,5,7,1977,1977,755.0,995.0,1009,0.0,3,6,1,576.0,0
614,20,72.0,8640,8,5,2007,2007,24.0,1338.0,1338,0.0,3,6,0,598.0,0
615,20,123.0,47007,5,7,1959,1996,0.0,0.0,3820,0.0,5,11,2,624.0,0
616,160,30.0,3180,7,5,2007,2007,0.0,689.0,1392,0.0,2,5,0,540.0,0
617,120,38.0,14963,8,5,1996,1996,786.0,1260.0,1288,1.0,1,4,2,500.0,0
618,45,50.0,5000,6,7,1926,1950,0.0,992.0,1013,0.0,3,6,0,160.0,101
619,20,129.0,16870,8,5,2004,2005,1531.0,1782.0,1782,1.0,3,7,2,932.0,0
620,20,86.0,14157,9,5,2005,2006,1249.0,1922.0,1922,1.0,3,8,1,676.0,0
621,20,96.0,12456,10,5,2006,2007,1172.0,1700.0,1718,1.0,3,7,1,786.0,0
622,20,100.0,14836,10,5,2004,2005,2146.0,2492.0,2492,1.0,2,8,1,949.0,0
623,50,56.0,6956,4,7,1948,1950,0.0,624.0,936,0.0,3,5,0,265.0,0
624,20,75.0,7862,6,5,2009,2009,27.0,1218.0,1218,0.0,2,4,0,676.0,0
625,60,0.0,11050,7,5,1996,1997,0.0,910.0,1820,0.0,3,8,1,816.0,0
626,60,57.0,8924,7,5,1998,1999,0.0,880.0,1724,0.0,3,8,0,527.0,0
627,20,0.0,9610,6,6,1958,1958,203.0,1121.0,1336,0.0,3,7,1,488.0,0
628,50,75.0,13710,5,5,1950,1950,420.0,910.0,1558,0.0,4,6,0,282.0,0
629,60,100.0,12552,7,5,2004,2005,222.0,991.0,1947,0.0,3,8,1,678.0,0
630,60,43.0,14565,7,5,1994,1995,537.0,832.0,1657,0.0,3,6,0,483.0,0
631,20,56.0,18559,7,5,1978,1978,1206.0,2048.0,2064,1.0,3,7,2,550.0,0
632,190,68.0,10880,5,5,1950,1950,1040.0,1164.0,1164,1.0,3,5,0,240.0,0
633,120,24.0,2280,7,6,1975,1975,0.0,836.0,836,0.0,2,4,0,308.0,0
634,20,125.0,31250,1,3,1951,1951,0.0,0.0,1600,0.0,3,6,0,270.0,135
635,90,81.0,11841,6,5,1990,1990,816.0,816.0,816,1.0,3,5,0,0.0,0
636,20,85.0,9187,9,5,2009,2009,1121.0,1766.0,1766,1.0,2,7,1,478.0,0
637,90,82.0,6270,5,6,1949,1950,284.0,1001.0,2002,0.0,4,8,0,871.0,0
638,50,0.0,15660,7,9,1939,2006,341.0,798.0,1954,0.0,3,8,2,431.0,150
639,120,43.0,3087,7,5,2006,2006,453.0,1220.0,1364,1.0,2,6,1,437.0,0
640,60,95.0,13450,7,5,2002,2002,700.0,916.0,1861,1.0,3,8,0,492.0,0
641,90,75.0,10125,5,5,1977,1977,0.0,0.0,1734,0.0,4,8,0,539.0,0
642,70,80.0,8146,4,8,1900,2003,0.0,405.0,1039,0.0,2,6,0,281.0,168
643,70,60.0,9600,4,4,1910,1950,0.0,677.0,1510,0.0,3,7,0,720.0,160
644,60,98.0,12328,8,5,2005,2005,986.0,1149.0,2541,1.0,4,10,1,729.0,0
645,20,76.0,10141,8,5,2004,2004,516.0,1512.0,1512,0.0,3,6,0,845.0,0
646,20,65.0,8529,7,5,2001,2001,20.0,1454.0,1434,0.0,3,6,1,527.0,0
647,60,65.0,8127,7,5,2003,2003,410.0,812.0,1653,1.0,3,6,0,628.0,0
648,70,70.0,8400,6,7,1900,1950,0.0,917.0,2007,0.0,3,8,0,357.0,0
649,20,44.0,10751,5,5,1974,1974,787.0,1037.0,1037,1.0,2,5,0,431.0,0
650,20,77.0,10010,5,5,1974,1975,1071.0,1389.0,1389,1.0,2,6,1,418.0,0
651,30,40.0,4280,5,6,1913,2002,365.0,440.0,694,0.0,2,4,1,352.0,34
652,50,60.0,9600,6,5,1924,1950,0.0,572.0,1096,0.0,2,5,0,0.0,128
653,20,70.0,9800,5,7,1972,1972,894.0,894.0,894,1.0,3,5,0,552.0,0
654,20,63.0,7560,5,5,1971,1971,119.0,864.0,864,1.0,3,5,0,576.0,0
655,70,60.0,9600,4,2,1900,1950,0.0,1095.0,1774,1.0,4,8,0,779.0,90
656,80,76.0,9880,6,6,1977,1977,522.0,1096.0,1118,1.0,3,6,1,358.0,0
657,50,80.0,9600,6,5,1950,1950,280.0,1032.0,1252,0.0,3,6,0,288.0,96
658,20,70.0,7931,5,5,1959,1959,1148.0,1148.0,1148,1.0,3,6,0,672.0,0
659,70,0.0,5100,8,7,1925,1996,0.0,588.0,1666,0.0,3,7,1,228.0,0
660,60,0.0,9720,9,5,2001,2002,1194.0,1357.0,1947,1.0,3,7,1,725.0,0
661,20,70.0,8521,5,5,1967,1967,842.0,912.0,912,0.0,3,5,1,336.0,0
662,90,52.0,8741,5,6,1946,1950,0.0,1195.0,1195,0.0,4,8,0,0.0,0
663,20,89.0,12461,8,5,1994,1995,1456.0,1624.0,1624,1.0,2,5,1,757.0,192
664,20,76.0,6950,5,7,1979,1979,710.0,914.0,914,1.0,2,5,0,444.0,0
665,20,115.0,16905,5,6,1959,1959,967.0,1350.0,1328,0.0,2,5,2,308.0,0
666,70,53.0,7155,6,8,1926,1991,0.0,686.0,1461,0.0,3,6,1,225.0,116
667,60,0.0,9205,6,5,1990,1991,704.0,930.0,2683,1.0,4,9,2,473.0,0
668,20,64.0,7697,7,6,2007,2007,0.0,1246.0,1258,0.0,3,6,0,462.0,0
669,20,78.0,7800,5,8,1948,2002,603.0,896.0,2008,1.0,3,8,0,230.0,0
670,20,0.0,14357,5,5,1961,1961,311.0,864.0,1187,1.0,2,6,1,440.0,0
671,20,65.0,8775,5,5,1994,1994,495.0,990.0,990,0.0,3,5,0,299.0,0
672,160,24.0,2645,8,5,1999,1999,612.0,960.0,1586,1.0,3,7,0,480.0,0
673,20,43.0,13568,5,5,1995,1995,716.0,990.0,990,0.0,3,5,0,576.0,0
674,20,47.0,16321,5,6,1957,1997,1277.0,1484.0,1600,1.0,2,6,2,319.0,0
675,60,72.0,8640,8,5,2007,2007,350.0,896.0,1792,0.0,3,8,0,590.0,0
676,180,21.0,1596,4,6,1973,1973,437.0,462.0,988,1.0,1,4,1,297.0,0
677,20,70.0,7315,5,6,1958,1958,625.0,1170.0,1170,0.0,3,6,1,338.0,0
678,70,42.0,7614,3,5,1905,1950,0.0,738.0,1376,0.0,2,7,0,216.0,104
679,20,0.0,11000,5,6,1966,1966,740.0,1154.0,1154,0.0,3,6,1,480.0,0
680,70,0.0,10337,8,9,1910,1999,0.0,725.0,1772,0.0,3,7,0,816.0,0
681,20,114.0,14803,10,5,2007,2008,1636.0,2078.0,2084,1.0,2,7,1,1220.0,0
682,30,50.0,8765,4,6,1936,1950,285.0,951.0,951,0.0,2,6,0,327.0,0
683,60,106.0,12720,8,5,2000,2000,1173.0,1455.0,2687,1.0,4,10,2,810.0,0
684,20,85.0,11128,9,5,2005,2006,2158.0,2458.0,2490,1.0,2,9,2,795.0,0
685,50,60.0,5160,6,6,1927,1950,0.0,1204.0,1666,0.0,3,4,0,384.0,148
686,20,63.0,13072,6,5,2005,2005,0.0,1141.0,1141,0.0,3,6,0,484.0,0
687,60,73.0,8814,5,6,1968,1968,732.0,732.0,1464,0.0,4,7,0,470.0,0
688,190,70.0,7000,5,7,1910,1991,969.0,1117.0,1347,1.0,3,5,0,0.0,148
689,190,59.0,4484,5,6,1942,1979,485.0,672.0,1282,1.0,2,4,0,240.0,0
690,60,0.0,9019,6,5,1994,1994,274.0,636.0,1320,0.0,3,6,0,472.0,0
691,50,60.0,8520,3,5,1916,1950,0.0,216.0,936,0.0,2,6,0,0.0,0
692,20,92.0,11932,8,5,2007,2008,0.0,1580.0,1580,0.0,3,7,0,830.0,0
693,20,0.0,115149,7,5,1971,2002,1219.0,1643.0,1824,1.0,2,5,2,739.0,0
694,20,40.0,14330,5,6,1975,2001,88.0,864.0,1558,1.0,2,5,0,440.0,239
695,30,67.0,8777,3,6,1945,2007,0.0,0.0,640,0.0,2,5,0,240.0,0
696,160,24.0,2308,6,5,1974,1974,257.0,855.0,1322,0.0,3,6,1,440.0,0
697,70,50.0,2500,7,8,1915,2005,299.0,910.0,1826,1.0,4,7,1,164.0,0
698,20,50.0,8049,7,5,1990,1990,1053.0,1309.0,1339,1.0,2,6,1,484.0,0
699,190,70.0,5600,4,5,1930,1950,0.0,0.0,1092,0.0,3,7,0,0.0,0
700,80,73.0,9590,7,5,2003,2003,786.0,868.0,1146,1.0,3,6,1,438.0,0
701,80,72.0,7200,6,6,1976,1976,631.0,1041.0,1125,1.0,3,6,1,352.0,0
702,50,86.0,11500,7,7,1936,1987,223.0,1017.0,2057,0.0,3,6,1,180.0,0
703,30,60.0,6756,5,6,1910,1950,0.0,481.0,899,0.0,2,5,0,200.0,96
704,190,63.0,11426,4,6,1910,1996,0.0,828.0,1594,0.0,3,9,0,0.0,109
705,20,93.0,12030,8,5,2007,2007,0.0,1694.0,1694,0.0,3,7,0,818.0,0
706,60,80.0,9554,8,5,1993,1994,380.0,777.0,1911,0.0,3,8,1,471.0,0
707,30,61.0,8534,4,4,1925,1950,0.0,432.0,672,0.0,2,4,0,0.0,112
708,20,104.0,11361,6,5,1976,1976,644.0,1193.0,1523,0.0,3,7,1,478.0,0
709,20,47.0,12416,6,5,1986,1986,1398.0,1606.0,1651,1.0,3,7,1,616.0,0
710,20,80.0,9600,5,6,1959,1959,991.0,1041.0,1041,1.0,3,6,0,270.0,0
711,90,70.0,8267,5,5,1958,1958,0.0,1604.0,1604,0.0,4,8,0,576.0,0
712,50,50.0,6000,6,7,1940,1989,521.0,981.0,1672,0.0,3,6,1,240.0,0
713,20,80.0,9600,7,5,1969,1969,0.0,1164.0,1164,0.0,3,6,0,528.0,0
714,20,71.0,7350,5,6,1958,1958,0.0,1041.0,1041,0.0,3,6,0,294.0,0
715,85,0.0,7703,6,8,1978,1978,450.0,450.0,1034,0.0,3,6,1,504.0,0
716,50,63.0,4347,6,8,1910,1950,0.0,796.0,1609,0.0,3,7,0,228.0,0
717,20,80.0,9600,5,8,1950,2006,32.0,572.0,1337,1.0,3,7,1,264.0,0
718,60,98.0,12256,8,5,1994,1995,1032.0,1463.0,2622,1.0,3,9,2,712.0,0
719,20,80.0,9547,7,6,1993,1993,0.0,1594.0,1594,0.0,2,6,1,472.0,0
720,20,60.0,7200,6,5,2006,2006,905.0,1262.0,1262,0.0,2,5,0,572.0,0
721,20,63.0,13072,6,5,2005,2006,80.0,1175.0,1175,1.0,3,6,0,0.0,0
722,70,60.0,3600,6,7,1917,2007,0.0,624.0,1288,1.0,3,5,1,280.0,0
723,160,21.0,1680,5,5,1971,1971,0.0,630.0,1302,0.0,3,6,0,280.0,0
724,120,37.0,3316,8,5,2005,2005,1039.0,1247.0,1247,1.0,1,4,1,550.0,0
725,60,72.0,16387,9,5,2006,2006,1369.0,1738.0,2589,1.0,4,11,1,831.0,0
726,20,0.0,13265,8,5,2002,2002,1218.0,1568.0,1689,1.0,3,7,2,857.0,0
727,120,48.0,3242,7,5,2003,2003,1000.0,1405.0,1405,1.0,2,6,1,478.0,0
728,80,64.0,8991,7,6,1976,1976,624.0,1228.0,1324,0.0,3,5,1,585.0,0
729,20,80.0,8000,5,5,1960,1960,1098.0,1377.0,1377,1.0,3,6,2,351.0,0
730,60,0.0,9303,6,5,1996,1997,742.0,872.0,1756,1.0,3,7,0,422.0,0
731,20,0.0,8544,5,6,1966,2006,0.0,1228.0,1228,0.0,3,6,0,271.0,0
732,20,0.0,11425,5,6,1954,1954,486.0,1008.0,1008,0.0,2,4,1,275.0,120
733,60,75.0,11404,7,5,1998,1999,252.0,1153.0,2031,0.0,3,8,1,541.0,0
734,60,72.0,8229,6,5,2007,2007,0.0,752.0,1504,0.0,3,6,0,440.0,0
735,30,56.0,4485,5,7,1920,1950,579.0,936.0,936,1.0,2,5,1,0.0,135
736,20,0.0,15635,4,5,1954,1954,0.0,0.0,1383,0.0,2,6,0,498.0,90
737,30,56.0,3153,5,6,1920,1990,0.0,967.0,967,0.0,2,5,1,180.0,26
738,20,84.0,11096,8,5,2006,2006,24.0,1656.0,1656,0.0,3,7,0,826.0,0
739,20,80.0,14000,6,8,1950,2004,0.0,1092.0,1152,0.0,3,6,1,300.0,0
740,20,74.0,7733,6,5,2005,2005,24.0,1142.0,1142,0.0,3,5,0,0.0,0
741,20,0.0,8098,6,5,2000,2000,1136.0,1381.0,1403,1.0,2,5,0,470.0,0
742,90,70.0,8393,5,5,1959,2005,528.0,1626.0,1712,0.0,4,8,0,588.0,0
743,90,60.0,12900,4,4,1969,1969,1198.0,1198.0,1258,2.0,0,6,0,400.0,0
744,20,0.0,57200,5,5,1948,1950,353.0,747.0,1687,1.0,3,7,2,572.0,50
745,90,70.0,8078,5,5,1958,1958,0.0,1560.0,1560,0.0,4,8,0,484.0,0
746,60,0.0,12384,7,7,1976,1976,0.0,793.0,1935,0.0,3,7,1,550.0,252
747,85,0.0,9927,7,5,1976,1976,1005.0,1047.0,1083,1.0,2,5,1,596.0,40
748,20,39.0,16300,5,4,1977,1977,60.0,876.0,907,1.0,3,5,0,308.0,0
749,20,0.0,7915,6,5,1999,2000,1223.0,1666.0,1675,1.0,3,6,0,435.0,0
750,20,100.0,21750,5,5,1954,1954,0.0,988.0,988,0.0,2,4,0,520.0,0
751,20,70.0,9116,8,5,2001,2001,0.0,1491.0,1491,0.0,3,7,0,490.0,0
752,80,125.0,14419,7,5,1987,1989,904.0,1645.0,1479,2.0,3,7,1,578.0,0
753,20,67.0,13070,5,5,1951,1951,308.0,631.0,1112,0.0,2,5,0,480.0,0
754,20,73.0,9855,6,5,1956,1956,0.0,1436.0,1689,0.0,3,7,1,480.0,0
755,120,60.0,8118,9,5,2007,2007,1034.0,1710.0,1710,1.0,2,6,1,557.0,0
756,20,0.0,10920,6,5,1960,1960,733.0,1253.0,1253,1.0,2,5,1,352.0,176
757,20,60.0,6600,5,5,1962,1962,110.0,864.0,864,0.0,2,5,0,294.0,0
758,60,63.0,8199,7,5,2005,2005,648.0,728.0,1456,1.0,3,7,1,410.0,0
759,80,0.0,9947,7,5,1990,1991,611.0,1188.0,1217,1.0,3,6,0,497.0,0
760,80,100.0,14330,7,4,1974,1974,1023.0,1748.0,2646,1.0,3,9,4,550.0,0
761,60,68.0,10769,8,5,2007,2007,20.0,866.0,1768,0.0,3,7,0,578.0,0
762,85,57.0,8846,5,5,1996,1996,298.0,870.0,914,0.0,2,5,0,576.0,0
763,80,0.0,10600,6,5,1964,1964,0.0,533.0,1775,0.0,3,8,0,480.0,0
764,90,0.0,18890,5,5,1977,1977,498.0,1361.0,2620,0.0,4,12,1,600.0,145
765,190,69.0,9142,5,5,1900,2006,0.0,797.0,1627,0.0,4,10,0,420.0,60
766,60,0.0,7750,7,5,2003,2003,0.0,660.0,1320,0.0,3,6,0,400.0,0
767,50,50.0,6060,4,5,1939,1950,0.0,732.0,1123,0.0,3,4,0,264.0,140
768,20,58.0,10172,5,7,1968,2003,441.0,864.0,874,1.0,3,5,0,288.0,0
769,60,86.0,10380,7,5,1986,1987,28.0,1502.0,2730,1.0,4,8,1,576.0,0
770,60,69.0,9337,6,5,1997,1997,648.0,824.0,1786,1.0,3,7,0,684.0,0
771,90,60.0,7200,4,5,1949,1950,0.0,0.0,1040,0.0,2,6,0,420.0,0
772,190,60.0,9600,5,5,1920,1960,234.0,973.0,2350,0.0,4,10,0,393.0,219
773,60,72.0,8640,5,5,1968,1968,361.0,900.0,1770,1.0,4,7,0,530.0,0
774,20,70.0,7931,5,6,1960,1960,374.0,1269.0,1269,0.0,3,6,1,308.0,0
775,190,75.0,11625,5,4,1965,1965,841.0,1039.0,1039,1.0,3,6,0,504.0,0
776,80,80.0,9600,6,6,1955,1972,674.0,1156.0,1520,1.0,3,7,2,364.0,189
777,20,98.0,11478,8,5,2007,2008,1218.0,1704.0,1704,1.0,3,7,1,772.0,0
778,20,61.0,7740,9,5,2006,2006,1023.0,1686.0,1686,1.0,1,6,1,899.0,0
779,20,71.0,9520,8,5,2007,2008,1513.0,1638.0,1646,1.0,3,7,1,800.0,0
780,20,0.0,17199,4,7,1961,1961,314.0,914.0,914,0.0,2,4,0,270.0,0
781,40,40.0,5400,6,7,1926,2004,370.0,1149.0,1616,0.0,3,5,0,216.0,183
782,50,60.0,10800,4,4,1949,1950,0.0,720.0,1192,0.0,4,6,0,0.0,0
783,70,90.0,9900,6,4,1880,1950,0.0,1008.0,2210,0.0,5,8,0,205.0,0
784,50,50.0,6000,6,6,1927,1950,276.0,845.0,1296,0.0,3,6,0,576.0,175
785,20,94.0,17778,8,5,1981,1981,1632.0,2461.0,2497,1.0,2,7,2,676.0,0
786,160,21.0,1477,6,9,1970,2007,358.0,546.0,1092,0.0,3,6,0,0.0,0
787,80,85.0,19645,7,6,1994,2007,343.0,423.0,1652,1.0,3,6,0,473.0,0
788,60,70.0,8750,7,5,1996,1996,0.0,880.0,1716,0.0,2,7,1,512.0,0
789,20,74.0,7785,5,5,1956,1956,0.0,0.0,1014,0.0,2,6,0,267.0,40
790,90,60.0,10800,5,5,1987,1988,1200.0,1200.0,1200,3.0,3,5,0,0.0,0
791,20,76.0,9139,8,5,2006,2006,379.0,1422.0,1432,0.0,3,7,1,492.0,0
792,20,78.0,10140,7,5,1998,1999,144.0,1650.0,1680,1.0,3,7,1,583.0,0
793,20,60.0,10122,4,6,1948,1950,0.0,0.0,869,0.0,1,3,0,390.0,66
794,60,74.0,10141,7,5,1998,1998,0.0,832.0,1718,0.0,3,7,1,427.0,0
795,160,21.0,2205,6,6,1973,1973,312.0,525.0,1092,0.0,3,6,0,264.0,0
796,30,60.0,10914,3,3,1929,1950,0.0,715.0,715,0.0,2,4,0,660.0,75
797,20,129.0,9196,7,5,2003,2003,0.0,1560.0,1560,0.0,3,7,0,573.0,0
798,60,75.0,9803,7,5,2005,2005,400.0,866.0,1768,0.0,3,7,0,603.0,0
799,20,59.0,17169,10,5,2007,2007,1684.0,2320.0,2290,2.0,2,7,1,1174.0,0
800,60,59.0,9171,7,5,2004,2005,0.0,848.0,1598,0.0,3,7,1,433.0,0
801,20,65.0,9750,5,7,1994,1994,722.0,990.0,990,1.0,3,5,0,528.0,0
802,90,75.0,8604,5,7,1978,1978,941.0,941.0,941,1.0,2,4,0,564.0,0
803,70,60.0,6155,6,8,1920,1999,0.0,611.0,1362,0.0,3,6,0,502.0,84
804,60,58.0,9487,6,5,2000,2000,520.0,915.0,1690,1.0,3,7,1,442.0,0
805,180,35.0,3675,6,5,2005,2006,547.0,547.0,1072,1.0,2,5,0,525.0,0
806,30,60.0,10200,4,6,1925,1950,0.0,572.0,572,0.0,2,4,0,200.0,72
807,20,75.0,11750,7,5,2005,2006,20.0,1546.0,1546,0.0,3,7,0,796.0,0
808,20,88.0,11896,7,5,2008,2008,78.0,1336.0,1346,1.0,3,6,1,660.0,0
809,60,80.0,10400,6,5,1972,1972,247.0,732.0,1790,1.0,4,8,1,484.0,0
810,80,0.0,10970,6,6,1978,1978,505.0,940.0,1026,1.0,3,5,0,576.0,34
811,20,73.0,11883,7,5,1996,1996,690.0,1504.0,1504,1.0,3,6,1,478.0,0
812,20,70.0,10552,5,5,1959,1959,1018.0,1398.0,1700,0.0,4,6,1,447.0,0
813,30,45.0,8248,3,3,1914,1950,41.0,864.0,864,1.0,2,5,0,0.0,100
814,60,80.0,9760,6,8,1964,1993,536.0,822.0,1851,0.0,3,7,1,440.0,0
815,160,34.0,2998,6,5,2000,2000,507.0,756.0,1512,1.0,2,4,0,440.0,0
816,50,51.0,6821,6,7,1921,2005,113.0,651.0,1298,0.0,2,8,1,240.0,168
817,20,0.0,11354,7,5,2000,2000,1412.0,1673.0,1673,1.0,3,7,1,583.0,0
818,85,73.0,9069,6,6,1992,1992,747.0,936.0,996,1.0,2,5,0,564.0,0
819,50,60.0,8064,6,8,1948,2004,481.0,816.0,1224,1.0,3,5,0,280.0,0
820,50,90.0,5400,4,6,1920,1950,315.0,840.0,1374,0.0,2,6,0,338.0,198
821,190,55.0,5687,5,6,1912,2000,210.0,780.0,1716,1.0,6,9,0,0.0,0
822,60,47.0,53504,8,5,2003,2003,1416.0,1650.0,3279,1.0,4,12,1,841.0,0
823,20,63.0,7500,7,5,2006,2006,0.0,1143.0,1143,0.0,3,5,0,0.0,0
824,20,108.0,13173,9,5,2006,2007,1572.0,1652.0,1652,1.0,2,6,2,840.0,0
825,20,82.0,9488,5,6,1947,1993,0.0,1046.0,1054,0.0,3,6,0,240.0,122
826,20,0.0,13526,5,6,1965,1965,560.0,935.0,935,1.0,3,5,0,288.0,0
827,50,60.0,10410,4,5,1915,1950,0.0,1313.0,2377,0.0,3,8,1,528.0,432
828,20,100.0,12000,5,7,1948,2005,144.0,924.0,1122,1.0,2,6,0,528.0,0
829,20,0.0,7830,5,5,1970,1970,0.0,1180.0,1180,0.0,2,6,0,477.0,0
830,75,65.0,8850,7,6,1916,1950,0.0,815.0,1690,0.0,3,7,1,225.0,330
831,120,41.0,7132,8,5,2006,2006,24.0,1370.0,1370,0.0,2,6,1,484.0,0
832,20,75.0,9937,5,7,1964,1999,637.0,1486.0,1486,1.0,3,7,0,480.0,0
833,50,52.0,5720,5,6,1941,1950,0.0,676.0,1131,0.0,3,5,0,200.0,0
834,60,0.0,12585,8,5,1993,1993,247.0,1286.0,2799,1.0,3,8,1,704.0,0
835,60,85.0,11103,7,5,2006,2006,0.0,728.0,1456,0.0,3,8,1,440.0,0
836,120,57.0,8013,8,5,1995,1996,741.0,1587.0,1734,1.0,2,6,0,528.0,0
837,20,77.0,10872,9,5,2006,2006,1037.0,1504.0,1531,1.0,2,6,1,700.0,0
838,20,80.0,11305,8,5,2002,2002,1329.0,1922.0,1922,1.0,2,6,1,692.0,0
839,20,70.0,9100,5,5,1960,1960,0.0,1144.0,1144,0.0,3,6,1,336.0,0
840,20,73.0,39104,7,7,1954,2005,226.0,1385.0,1363,1.0,2,5,2,439.0,0
841,120,58.0,10110,9,5,2008,2008,372.0,1858.0,1866,1.0,2,7,1,870.0,0
842,30,60.0,9786,3,4,1922,1950,0.0,1007.0,1077,0.0,3,6,1,210.0,48
843,120,30.0,5330,8,5,2006,2007,0.0,1550.0,1550,0.0,2,5,0,528.0,0
844,120,44.0,3811,7,5,2004,2005,1474.0,1594.0,1646,1.0,2,5,1,482.0,0
845,120,43.0,3010,7,5,2005,2006,16.0,1248.0,1248,0.0,2,5,0,438.0,0
846,120,37.0,3435,7,5,2004,2005,24.0,1235.0,1245,0.0,1,5,0,495.0,0
847,20,80.0,10800,6,5,1963,1963,617.0,1052.0,1052,1.0,3,6,0,311.0,0
848,20,0.0,10456,6,6,1967,1967,506.0,1829.0,1829,1.0,4,8,0,535.0,0
849,20,0.0,8475,4,7,1956,1956,228.0,952.0,952,0.0,2,4,0,283.0,0
850,20,70.0,8197,7,5,2003,2009,1188.0,1480.0,1480,1.0,3,7,0,620.0,0
851,20,88.0,10994,8,5,2005,2006,976.0,1844.0,1844,1.0,2,7,1,620.0,0
