,MS_SubClass,Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,BsmtFin_SF_1,Total_Bsmt_SF,Bsmt_Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,PID,Mas_Vnr_Area,1st_Flr_SF,2nd_Flr_SF,Full_Bath,Half_Bath,Kitchen_AbvGr,Wood_Deck_SF,Screen_Porch,Bsmt_Qual_missing,BrkSide,Edwards,IDOTRR,NAmes,NoRidge,NridgHt,OldTown,Somerst,StoneBr,2fmCon,New
1083,20,80.0,10400,7,5,929.0,1845.0,0.0,3,6,1,604.0,527354040,102.0,1872,0,2,0,1,197,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,50,63.0,15564,6,6,0.0,676.0,0.0,3,6,0,400.0,909252220,0.0,676,588,1,0,1,424,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,60,101.0,13543,8,5,16.0,1168.0,0.0,5,9,1,683.0,527208010,130.0,1168,1332,3,1,1,192,0,0,0,0,0,0,0,0,0,0,1,0,0
1086,45,50.0,6130,5,6,784.0,784.0,1.0,2,5,0,0.0,903225050,0.0,784,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1087,30,50.0,5925,2,4,0.0,0.0,0.0,1,4,0,308.0,902205010,0.0,612,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1088,70,0.0,24090,7,7,0.0,1032.0,0.0,4,10,2,349.0,904100140,0.0,1207,1196,2,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,20,80.0,9600,6,5,1285.0,1416.0,1.0,3,7,2,418.0,534476150,238.0,1644,0,1,0,1,110,0,0,0,0,0,1,0,0,0,0,0,0,0
1090,60,65.0,8158,7,5,0.0,860.0,0.0,3,7,0,542.0,907262020,214.0,860,869,2,1,1,386,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,30,50.0,5220,5,3,0.0,830.0,0.0,2,4,0,180.0,904302020,0.0,879,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,20,60.0,8172,5,7,167.0,864.0,1.0,2,5,0,572.0,908275220,0.0,864,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1093,20,72.0,9000,6,5,616.0,1196.0,1.0,2,6,1,297.0,535178060,74.0,1196,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1094,60,74.0,7844,6,7,209.0,672.0,0.0,3,6,1,440.0,905107070,203.0,672,728,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,70,60.0,9084,4,5,0.0,755.0,1.0,4,7,1,296.0,905480210,0.0,755,755,1,0,1,120,0,0,0,1,0,0,0,0,0,0,0,0,0
1096,190,60.0,10800,4,7,0.0,0.0,0.0,3,7,0,0.0,535383100,0.0,694,600,2,0,2,220,0,1,0,0,0,0,0,0,1,0,0,1,0
1097,20,74.0,8556,7,5,0.0,1240.0,0.0,2,5,0,826.0,906380160,0.0,1240,0,2,0,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,20,70.0,9100,5,4,36.0,988.0,1.0,3,6,0,624.0,532351060,51.0,988,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,90,63.0,8668,5,5,0.0,1560.0,0.0,4,8,0,792.0,535101150,0.0,1560,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,20,70.0,11767,5,5,1078.0,1078.0,1.0,3,6,0,195.0,908225290,0.0,1368,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1101,20,70.0,8400,7,5,712.0,1473.0,1.0,3,7,0,606.0,907410080,109.0,1484,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,120,40.0,3874,8,5,807.0,1226.0,1.0,1,4,1,484.0,533253090,0.0,1226,0,1,0,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,20,0.0,8076,6,6,705.0,1160.0,0.0,3,6,1,402.0,527158020,112.0,1169,0,2,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0
1104,80,93.0,10090,7,5,242.0,725.0,0.0,4,6,2,276.0,535402140,364.0,1035,616,2,0,1,460,165,0,0,0,0,1,0,0,0,0,0,0,0
1105,20,67.0,8877,4,6,690.0,816.0,1.0,2,3,1,288.0,908102290,0.0,816,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1106,20,85.0,11058,7,6,56.0,1564.0,0.0,3,6,0,814.0,907418010,212.0,1564,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,190,60.0,10800,6,7,0.0,482.0,0.0,3,7,1,672.0,902326060,0.0,1221,691,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1108,20,59.0,10936,7,5,0.0,1510.0,0.0,3,6,1,534.0,528235170,0.0,1525,0,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1
1109,60,65.0,8461,6,5,0.0,728.0,0.0,3,8,1,390.0,907420070,0.0,728,728,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1110,70,60.0,7518,5,8,0.0,396.0,0.0,3,7,0,390.0,903452090,0.0,665,665,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1111,60,0.0,8010,7,5,0.0,840.0,0.0,3,7,1,400.0,528240050,0.0,840,880,2,1,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,85,0.0,10050,5,6,602.0,793.0,0.0,3,6,1,432.0,535102010,87.0,1280,0,2,0,1,140,0,0,0,0,0,1,0,0,0,0,0,0,0
1113,120,38.0,4740,8,5,248.0,1166.0,1.0,2,5,0,480.0,527184020,0.0,1179,0,2,0,1,0,135,0,0,0,0,0,0,0,0,0,1,0,0
1114,30,60.0,6978,5,7,0.0,850.0,0.0,2,5,0,576.0,902100010,0.0,960,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1115,20,0.0,11400,10,5,1282.0,2633.0,1.0,2,8,2,804.0,528327060,705.0,2633,0,2,1,1,314,0,0,0,0,0,0,1,0,0,0,0,0,0
1116,20,66.0,9240,6,8,708.0,988.0,1.0,3,6,0,297.0,535154130,0.0,988,0,2,0,1,156,0,0,0,0,0,1,0,0,0,0,0,0,0
1117,120,24.0,2304,7,7,632.0,1061.0,0.0,2,4,0,319.0,527455030,0.0,1055,0,2,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,30,54.0,7223,5,5,319.0,1290.0,0.0,3,6,0,352.0,909251030,0.0,1422,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,160,0.0,3612,6,5,338.0,630.0,0.0,3,5,0,484.0,907230240,0.0,630,690,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,20,63.0,12680,7,6,983.0,1675.0,1.0,2,6,1,528.0,527301245,102.0,1688,0,2,0,1,0,141,0,0,0,0,0,0,0,0,0,0,0,0
1121,20,85.0,10176,7,5,637.0,1300.0,1.0,2,5,1,506.0,527180040,0.0,1341,0,1,1,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,80,55.0,10780,5,5,483.0,911.0,0.0,3,6,0,576.0,907200170,0.0,954,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,90,0.0,8544,3,4,0.0,0.0,0.0,2,6,0,400.0,535454050,340.0,1040,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1124,60,79.0,10646,7,5,681.0,858.0,1.0,3,7,1,546.0,533234020,513.0,872,917,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1125,20,80.0,8400,6,9,0.0,1319.0,1.0,3,7,1,462.0,535105060,237.0,1537,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1126,20,85.0,15428,5,6,741.0,884.0,1.0,2,4,0,270.0,535325450,0.0,884,0,1,0,1,0,195,0,0,0,0,1,0,0,0,0,0,0,0
1127,20,81.0,11216,8,5,0.0,1489.0,0.0,3,7,1,776.0,528477030,0.0,1489,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1128,20,78.0,10140,6,6,663.0,1040.0,1.0,3,5,1,484.0,527377030,99.0,1309,0,1,1,1,265,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,160,42.0,3964,6,4,837.0,942.0,1.0,5,10,1,576.0,923225260,0.0,1291,1230,2,1,1,728,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,20,98.0,11428,8,5,0.0,1626.0,0.0,3,7,1,866.0,528112150,248.0,1634,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1131,60,80.0,10421,7,5,394.0,980.0,0.0,3,7,1,496.0,534152100,42.0,980,734,2,1,1,228,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,75,75.0,13500,7,8,0.0,819.0,0.0,3,8,1,576.0,902330090,0.0,1312,1142,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1133,20,75.0,9000,6,5,955.0,1216.0,1.0,3,5,0,336.0,534129380,200.0,1216,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,20,60.0,8089,8,6,945.0,1419.0,1.0,2,7,1,567.0,527252070,0.0,1419,0,2,0,1,140,0,0,0,0,0,0,0,0,0,0,1,0,1
1135,90,35.0,9400,6,5,945.0,945.0,0.0,4,4,0,0.0,908103320,250.0,980,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1136,160,24.0,2117,6,5,417.0,756.0,0.0,3,4,0,440.0,533221060,216.0,769,804,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1137,60,85.0,10625,6,5,0.0,1158.0,0.0,4,9,1,744.0,528482030,353.0,1158,1285,2,1,1,193,0,0,0,0,0,0,0,0,0,1,0,0,0
1138,60,106.0,8413,8,5,901.0,1220.0,1.0,3,8,2,1105.0,533244040,0.0,1220,1142,2,1,1,147,144,0,0,0,0,0,0,0,0,1,0,0,0
1139,75,75.0,13500,10,9,0.0,1237.0,0.0,3,9,1,880.0,902401120,0.0,1521,1254,3,1,1,105,0,0,0,0,0,0,0,0,1,0,0,0,0
1140,20,0.0,15676,8,8,1733.0,2014.0,1.0,2,6,2,864.0,532478020,115.0,2014,0,2,0,1,462,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,60,82.0,9950,7,5,565.0,1203.0,0.0,4,9,1,721.0,528358040,290.0,1214,1306,2,1,1,224,0,0,0,0,0,0,1,0,0,0,0,0,0
1142,20,39.0,15410,6,6,126.0,1208.0,1.0,3,7,2,461.0,532479070,250.0,1494,0,2,0,1,296,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,30,50.0,6000,5,7,616.0,616.0,0.0,2,4,0,205.0,903235020,0.0,616,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1144,60,63.0,8402,6,5,0.0,789.0,0.0,3,7,1,393.0,527166040,0.0,789,676,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,20,85.0,10655,8,5,1124.0,3206.0,1.0,3,7,1,880.0,528142130,296.0,1629,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1146,20,70.0,10150,5,5,456.0,912.0,0.0,2,5,0,275.0,535106140,1.0,912,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1147,20,84.0,10084,7,5,24.0,1552.0,0.0,3,7,0,782.0,907410110,196.0,1552,0,2,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,1
1148,20,67.0,16285,7,5,0.0,1413.0,0.0,3,6,0,605.0,907194110,0.0,1430,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,160,34.0,3230,6,5,419.0,729.0,0.0,2,5,1,440.0,533213140,1129.0,729,729,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1150,20,0.0,21579,6,6,813.0,1488.0,0.0,3,7,2,552.0,909428340,0.0,1488,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,60,64.0,8320,7,5,490.0,770.0,0.0,3,6,0,520.0,907412080,0.0,770,812,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,20,60.0,6960,4,6,375.0,864.0,0.0,3,5,0,660.0,527405160,0.0,864,0,1,0,1,96,0,0,0,0,0,1,0,0,0,0,0,0,0
1153,60,60.0,21930,5,5,0.0,732.0,0.0,4,7,1,372.0,528231050,0.0,734,1104,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,20,60.0,6600,5,9,641.0,816.0,0.0,3,5,1,264.0,923277030,0.0,816,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,50,50.0,8405,4,3,0.0,0.0,0.0,4,9,0,240.0,908225370,0.0,1088,441,2,0,1,92,0,1,0,1,0,0,0,0,0,0,0,0,0
1156,20,91.0,11778,9,5,2085.0,2271.0,1.0,3,7,2,1348.0,906412010,554.0,2276,0,2,0,1,0,255,0,0,0,0,0,0,0,0,0,0,0,0
1157,30,60.0,8967,5,2,0.0,961.0,0.0,2,6,0,338.0,910204090,0.0,1077,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1158,60,86.0,10562,8,5,1288.0,1582.0,1.0,3,8,1,789.0,528144050,300.0,1610,551,1,1,1,178,0,0,0,0,0,0,0,1,0,0,0,0,1
1159,20,44.0,12864,7,5,1392.0,1409.0,1.0,1,4,1,576.0,914460110,0.0,1409,0,1,1,1,0,145,0,0,0,0,0,0,0,0,0,0,0,0
1160,20,66.0,13695,5,5,646.0,1114.0,1.0,3,6,0,576.0,531375110,0.0,1114,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,20,79.0,10289,5,7,836.0,1073.0,1.0,3,6,0,515.0,534204120,168.0,1073,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1162,20,105.0,15431,10,5,1767.0,3094.0,1.0,2,10,2,672.0,528106020,200.0,2402,0,2,0,1,0,170,0,0,0,0,0,0,1,0,0,0,0,0
1163,20,0.0,11120,6,6,660.0,1232.0,0.0,3,6,0,516.0,533251120,0.0,1232,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,90,73.0,9069,6,8,261.0,1344.0,2.0,2,8,0,920.0,906225180,0.0,1440,0,2,0,2,288,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,20,0.0,47280,6,5,0.0,1488.0,0.0,3,6,1,738.0,527276040,44.0,1488,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,60,63.0,7875,7,5,0.0,783.0,0.0,3,8,1,393.0,528250060,0.0,807,702,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,20,60.0,6600,5,6,638.0,845.0,0.0,3,6,0,264.0,923277080,0.0,845,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,60,66.0,13682,10,5,0.0,1410.0,0.0,3,10,1,641.0,527216050,1031.0,1426,1519,3,1,1,192,0,0,0,0,0,0,0,0,0,0,1,0,1
1169,80,101.0,9150,6,5,371.0,1099.0,0.0,3,6,1,296.0,535105090,305.0,1431,0,1,0,1,64,0,0,0,0,0,1,0,0,0,0,0,0,0
1170,20,65.0,7150,5,5,432.0,892.0,0.0,3,5,0,288.0,527455240,60.0,892,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1171,20,0.0,12285,7,6,544.0,1329.0,0.0,3,5,2,441.0,535154060,128.0,1329,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1172,20,102.0,17920,5,4,306.0,1763.0,1.0,3,6,1,454.0,905200340,0.0,1779,0,1,1,1,0,312,0,0,0,0,0,0,0,0,0,0,0,0
1173,120,53.0,3684,7,5,0.0,1373.0,0.0,2,7,1,660.0,528228290,130.0,1555,0,2,0,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,50,62.0,7006,6,6,121.0,768.0,1.0,3,6,1,384.0,903456130,0.0,788,448,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1175,60,77.0,8390,7,5,0.0,831.0,0.0,3,7,1,450.0,528294060,0.0,873,778,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,30,50.0,5784,5,8,0.0,190.0,0.0,2,4,0,273.0,902206260,0.0,886,0,1,0,1,144,0,0,0,0,0,0,0,0,1,0,0,0,0
1177,20,70.0,9135,6,5,340.0,1682.0,1.0,3,7,0,544.0,907405030,120.0,1700,0,2,0,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,50,78.0,10496,6,6,196.0,1040.0,0.0,3,7,1,315.0,535450310,320.0,1168,678,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1179,50,0.0,13650,5,5,57.0,1052.0,1.0,4,8,1,451.0,905200280,0.0,1252,668,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,20,67.0,8308,4,6,132.0,1088.0,0.0,2,4,0,520.0,908103090,20.0,1088,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1181,20,0.0,9450,4,5,775.0,1040.0,1.0,3,6,1,768.0,534277090,160.0,1362,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1182,20,78.0,9317,6,5,24.0,1314.0,0.0,3,6,1,440.0,906394050,0.0,1314,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,20,0.0,7153,6,5,1200.0,1278.0,1.0,3,6,0,496.0,531450090,88.0,1294,0,2,0,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,20,68.0,8814,7,5,925.0,1274.0,1.0,3,6,0,508.0,906380120,80.0,1274,0,2,0,1,264,0,0,0,0,0,0,0,0,0,0,0,0,1
1185,20,83.0,9849,7,6,0.0,1689.0,0.0,3,7,0,954.0,528435060,0.0,1689,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1186,20,79.0,14463,9,5,1115.0,1641.0,1.0,3,7,0,885.0,916382110,406.0,1641,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,50,50.0,5190,7,5,0.0,570.0,0.0,2,5,1,249.0,905403060,0.0,617,462,1,0,1,135,0,0,0,1,0,0,0,0,0,0,0,0,0
1188,20,65.0,9750,5,6,200.0,984.0,1.0,2,5,0,308.0,902406020,164.0,984,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1189,30,50.0,6000,4,4,250.0,960.0,0.0,2,5,0,308.0,902205130,0.0,960,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1190,20,66.0,8712,5,5,0.0,540.0,0.0,2,4,0,504.0,911204090,0.0,1044,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1191,50,69.0,11851,5,7,780.0,1027.0,0.0,3,7,1,240.0,902206220,0.0,1027,606,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1192,20,54.0,13811,6,6,980.0,1112.0,1.0,2,5,1,551.0,916402125,72.0,1137,0,2,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,20,83.0,10143,6,7,384.0,1380.0,0.0,3,6,0,364.0,535402090,295.0,1380,0,1,1,1,0,216,0,0,0,0,1,0,0,0,0,0,0,0
1194,20,93.0,18265,6,5,920.0,1256.0,0.0,3,6,1,578.0,916402215,228.0,1256,0,2,0,1,282,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,120,44.0,4224,5,5,874.0,1142.0,1.0,3,6,1,528.0,923225050,0.0,1142,0,1,1,1,536,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,20,84.0,12615,6,7,477.0,1202.0,1.0,4,7,1,576.0,905426010,0.0,2158,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1197,20,85.0,14536,8,5,1300.0,1616.0,1.0,3,9,1,808.0,916475020,236.0,1629,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,20,71.0,9187,6,5,336.0,1084.0,0.0,3,5,0,484.0,914452190,0.0,1080,0,1,1,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,60,90.0,9900,7,5,987.0,1347.0,1.0,4,9,1,656.0,528365070,256.0,1372,1274,2,1,1,340,0,0,0,0,0,0,1,0,0,0,0,0,0
1200,60,64.0,8333,7,5,0.0,738.0,0.0,3,7,1,484.0,907420060,0.0,738,753,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,80,0.0,10147,6,5,186.0,392.0,0.0,3,7,1,398.0,527158090,32.0,924,770,2,1,1,256,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,50,44.0,5914,5,9,0.0,684.0,0.0,3,5,0,0.0,902136110,0.0,684,396,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1203,60,79.0,11646,6,5,0.0,704.0,0.0,3,7,1,440.0,906392130,0.0,704,718,2,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,20,60.0,7200,7,5,0.0,1293.0,1.0,2,5,1,572.0,528488130,0.0,1301,0,2,0,1,216,0,0,0,0,0,0,0,0,0,1,0,0,1
1205,60,46.0,20544,7,6,0.0,791.0,0.0,3,7,1,542.0,527301170,123.0,1236,857,2,1,1,364,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,20,0.0,9981,5,5,221.0,1073.0,0.0,3,6,0,270.0,905107380,340.0,1073,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,20,70.0,8251,7,5,778.0,1494.0,1.0,3,7,1,672.0,528439080,143.0,1506,0,2,0,1,192,0,0,0,0,0,0,0,0,0,1,0,0,0
1208,20,78.0,10140,7,6,553.0,1334.0,1.0,3,7,0,477.0,534175100,264.0,1334,0,2,0,1,0,264,0,0,0,0,0,0,0,0,0,0,0,0
1209,120,0.0,8239,7,5,0.0,0.0,0.0,2,5,0,312.0,916252170,0.0,1295,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1210,70,0.0,5700,7,6,336.0,672.0,1.0,3,6,1,456.0,903426010,0.0,672,672,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1211,20,60.0,7200,5,7,630.0,732.0,1.0,2,4,0,240.0,535452140,0.0,732,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1212,20,71.0,9178,8,5,0.0,1468.0,0.0,3,6,1,904.0,906378110,0.0,1468,0,2,0,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,120,53.0,4043,6,5,727.0,1069.0,0.0,2,4,1,440.0,527452070,0.0,1069,0,2,0,1,0,225,0,0,0,0,0,0,0,0,0,0,0,0
1214,120,0.0,4224,5,6,769.0,1040.0,0.0,3,6,0,499.0,923225080,0.0,1040,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,190,75.0,11235,5,5,925.0,925.0,1.0,3,6,0,308.0,905100060,0.0,999,0,1,0,1,40,0,0,0,0,0,0,0,0,0,0,0,1,0
1216,20,65.0,8450,7,5,0.0,1349.0,0.0,3,6,0,539.0,531385070,108.0,1349,0,2,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,20,99.0,11851,7,5,0.0,1424.0,0.0,3,5,0,500.0,527180100,0.0,1442,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,30,47.0,4608,4,6,0.0,747.0,0.0,2,4,0,220.0,902125160,0.0,747,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1219,20,78.0,9262,8,5,0.0,1573.0,0.0,3,7,1,840.0,528435030,194.0,1578,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1220,20,70.0,12702,5,5,0.0,0.0,0.0,2,4,0,308.0,902427045,0.0,882,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1221,120,0.0,2938,7,5,1038.0,1368.0,1.0,2,5,1,398.0,528228360,40.0,1511,0,2,0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,20,160.0,18160,6,6,550.0,1302.0,1.0,3,6,1,480.0,527175130,138.0,1128,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,20,76.0,11355,7,7,637.0,1312.0,0.0,3,6,1,495.0,535425060,125.0,1312,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1224,160,21.0,1680,5,5,350.0,630.0,0.0,3,6,0,264.0,527451550,356.0,630,672,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,20,110.0,14300,9,5,1373.0,2846.0,1.0,3,10,2,958.0,528176010,1095.0,2696,0,2,1,1,220,0,0,0,0,0,0,0,1,0,0,0,0,0
1226,60,65.0,10616,7,5,0.0,628.0,0.0,3,6,1,484.0,906378190,0.0,628,728,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1
1227,60,96.0,11308,9,5,936.0,1104.0,1.0,3,10,1,836.0,528108070,154.0,1130,1054,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1228,60,80.0,10480,7,6,403.0,803.0,0.0,4,8,1,483.0,527359070,660.0,1098,866,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,120,35.0,5118,8,5,926.0,1312.0,1.0,1,4,1,484.0,527184110,0.0,1321,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1230,120,44.0,3811,8,5,1373.0,1594.0,1.0,2,5,1,525.0,911370510,186.0,1646,0,2,0,1,128,155,0,0,0,0,0,0,0,0,0,0,0,0
1231,20,0.0,10825,7,7,747.0,1260.0,1.0,3,6,0,598.0,527302070,174.0,1260,0,2,0,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,50,50.0,5500,5,7,234.0,926.0,1.0,3,6,0,484.0,902206040,0.0,926,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1233,70,60.0,9600,5,7,0.0,264.0,0.0,2,7,0,360.0,902105110,0.0,768,664,2,0,1,270,0,0,0,0,0,0,0,0,1,0,0,0,0
1234,60,75.0,9317,7,5,497.0,779.0,1.0,3,7,1,499.0,906223040,0.0,1029,929,2,1,1,202,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,20,0.0,11838,8,5,0.0,1753.0,0.0,3,7,1,522.0,907252210,0.0,1788,0,2,0,1,202,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,60,75.0,8004,8,5,544.0,832.0,1.0,3,8,0,552.0,527365030,110.0,832,1103,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1237,50,60.0,6876,6,6,0.0,1272.0,0.0,4,9,1,400.0,903454100,0.0,1272,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1238,60,0.0,8396,7,5,0.0,847.0,0.0,4,9,1,434.0,528250030,196.0,847,1139,2,1,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,20,73.0,9803,7,5,0.0,1214.0,0.0,2,6,0,520.0,916386020,0.0,1214,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1240,120,48.0,6240,8,5,846.0,1342.0,1.0,2,6,1,550.0,528186160,176.0,1342,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1241,20,0.0,15498,8,6,1165.0,1565.0,1.0,2,10,1,665.0,916325080,0.0,2898,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,60,0.0,12891,8,5,651.0,870.0,1.0,4,8,1,644.0,528275160,0.0,878,1126,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
